crop_mgt,mon_1,day_1,mon_2,day_2,operation,op_data1,op_data2,op_data3,doy1,doy2,land_use,year
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1218,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1218,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1218,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1218,1995
pota,4,1,4,20,tillage,fallplow,NA,NA,91,110,agrl1218,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1218,2000
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1218,2000
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1218,2000
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1218,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1218,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1218,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1218,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1222,1995
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1222,1995
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1222,1995
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1222,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1222,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1222,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1222,1995
pota,4,1,4,20,tillage,fallplow,NA,NA,91,110,agrl1222,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1222,2000
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1222,2000
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1222,2000
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1222,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1222,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1222,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1222,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1223,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1223,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1223,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1223,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1223,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1223,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1223,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1223,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1223,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1223,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1223,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1223,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1223,2000
pota,4,1,4,20,tillage,fallplow,NA,NA,91,110,agrl1224,1999
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1224,1999
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1224,1999
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1224,1999
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1224,1999
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1224,1999
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1224,1999
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1224,1999
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1225,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1225,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1225,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1225,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1225,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1225,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1225,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1225,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1225,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1225,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1225,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1225,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1225,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1226,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1226,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1226,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1226,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1226,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1226,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1226,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1226,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1226,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1226,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1226,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1226,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1226,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1227,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1227,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1227,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1227,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1227,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1227,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1227,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1227,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1227,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1227,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1227,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1227,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1227,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1228,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1228,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1228,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1228,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1228,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1228,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1228,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1228,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1228,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1228,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1228,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1228,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1228,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1229,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1229,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1229,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1229,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1229,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1229,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1229,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1229,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1229,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1229,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1229,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1229,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1229,2000
csil,4,1,4,15,tillage,cchplow,NA,NA,91,105,agrl1231,1995
csil,5,1,5,10,plant,csil,NA,NA,121,130,agrl1231,1995
csil,6,10,6,20,fertilizer,elem_n,broadcast,100,161,171,agrl1231,1995
csil,6,10,6,20,fertilizer,elem_p,broadcast,60,161,171,agrl1231,1995
csil,8,20,9,20,harvest_only,csil,silage,NA,232,263,agrl1231,1995
csil,8,20,9,20,kill_only,csil,NA,NA,232,263,agrl1231,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1231,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1231,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1231,1995
csil,4,1,4,15,fertilizer,swine_fr,broadcast,30000,91,105,agrl1231,2000
csil,4,1,4,15,tillage,cchplow,NA,NA,91,105,agrl1231,2000
csil,5,1,5,10,plant,csil,NA,NA,121,130,agrl1231,2000
csil,6,10,6,20,fertilizer,elem_n,broadcast,100,161,171,agrl1231,2000
csil,6,10,6,20,fertilizer,elem_p,broadcast,60,161,171,agrl1231,2000
csil,8,20,9,20,harvest_only,csil,silage,NA,232,263,agrl1231,2000
csil,8,20,9,20,kill_only,csil,NA,NA,232,263,agrl1231,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1231,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1231,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1231,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1234,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1234,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1234,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1234,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1234,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1234,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1234,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1234,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1234,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1234,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1234,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1234,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1234,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1235,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1235,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1235,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1235,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1235,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1235,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1235,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1235,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1235,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1235,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1235,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1235,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1235,2000
fes2,3,10,3,20,plant,fesc,NA,NA,69,79,agrl1237,1999
fes2,6,15,6,30,harvest_only,fesc,hay_cut_low,NA,166,181,agrl1237,1999
fes2,9,1,9,15,harvest_only,fesc,hay_cut_low,NA,244,258,agrl1237,1999
fes2,9,1,9,15,kill_only,fesc,NA,NA,244,258,agrl1237,1999
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1237,1999
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1237,1999
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1237,1999
csil,4,1,4,15,tillage,cchplow,NA,NA,91,105,agrl1241,1995
csil,5,1,5,10,plant,csil,NA,NA,121,130,agrl1241,1995
csil,6,10,6,20,fertilizer,elem_n,broadcast,100,161,171,agrl1241,1995
csil,6,10,6,20,fertilizer,elem_p,broadcast,60,161,171,agrl1241,1995
csil,8,20,9,20,harvest_only,csil,silage,NA,232,263,agrl1241,1995
csil,8,20,9,20,kill_only,csil,NA,NA,232,263,agrl1241,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1241,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1241,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1241,1995
csil,4,1,4,15,fertilizer,swine_fr,broadcast,30000,91,105,agrl1241,2000
csil,4,1,4,15,tillage,cchplow,NA,NA,91,105,agrl1241,2000
csil,5,1,5,10,plant,csil,NA,NA,121,130,agrl1241,2000
csil,6,10,6,20,fertilizer,elem_n,broadcast,100,161,171,agrl1241,2000
csil,6,10,6,20,fertilizer,elem_p,broadcast,60,161,171,agrl1241,2000
csil,8,20,9,20,harvest_only,csil,silage,NA,232,263,agrl1241,2000
csil,8,20,9,20,kill_only,csil,NA,NA,232,263,agrl1241,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1241,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1241,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1241,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1263,1995
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1263,1995
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1263,1995
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1263,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1263,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1263,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1263,1995
pota,4,1,4,20,tillage,fallplow,NA,NA,91,110,agrl1263,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1263,2000
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1263,2000
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1263,2000
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1263,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1263,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1263,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1263,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1265,1995
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1265,1995
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1265,1995
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1265,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1265,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1265,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1265,1995
pota,4,1,4,20,tillage,fallplow,NA,NA,91,110,agrl1265,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1265,2000
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1265,2000
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1265,2000
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1265,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1265,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1265,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1265,2000
csil,4,1,4,15,tillage,cchplow,NA,NA,91,105,agrl1266,1995
csil,5,1,5,10,plant,csil,NA,NA,121,130,agrl1266,1995
csil,6,10,6,20,fertilizer,elem_n,broadcast,100,161,171,agrl1266,1995
csil,6,10,6,20,fertilizer,elem_p,broadcast,60,161,171,agrl1266,1995
csil,8,20,9,20,harvest_only,csil,silage,NA,232,263,agrl1266,1995
csil,8,20,9,20,kill_only,csil,NA,NA,232,263,agrl1266,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1266,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1266,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1266,1995
csil,4,1,4,15,fertilizer,swine_fr,broadcast,30000,91,105,agrl1266,2000
csil,4,1,4,15,tillage,cchplow,NA,NA,91,105,agrl1266,2000
csil,5,1,5,10,plant,csil,NA,NA,121,130,agrl1266,2000
csil,6,10,6,20,fertilizer,elem_n,broadcast,100,161,171,agrl1266,2000
csil,6,10,6,20,fertilizer,elem_p,broadcast,60,161,171,agrl1266,2000
csil,8,20,9,20,harvest_only,csil,silage,NA,232,263,agrl1266,2000
csil,8,20,9,20,kill_only,csil,NA,NA,232,263,agrl1266,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1266,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1266,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1266,2000
csil,4,1,4,15,tillage,cchplow,NA,NA,91,105,agrl1267,1995
csil,5,1,5,10,plant,csil,NA,NA,121,130,agrl1267,1995
csil,6,10,6,20,fertilizer,elem_n,broadcast,100,161,171,agrl1267,1995
csil,6,10,6,20,fertilizer,elem_p,broadcast,60,161,171,agrl1267,1995
csil,8,20,9,20,harvest_only,csil,silage,NA,232,263,agrl1267,1995
csil,8,20,9,20,kill_only,csil,NA,NA,232,263,agrl1267,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1267,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1267,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1267,1995
csil,4,1,4,15,fertilizer,swine_fr,broadcast,30000,91,105,agrl1267,2000
csil,4,1,4,15,tillage,cchplow,NA,NA,91,105,agrl1267,2000
csil,5,1,5,10,plant,csil,NA,NA,121,130,agrl1267,2000
csil,6,10,6,20,fertilizer,elem_n,broadcast,100,161,171,agrl1267,2000
csil,6,10,6,20,fertilizer,elem_p,broadcast,60,161,171,agrl1267,2000
csil,8,20,9,20,harvest_only,csil,silage,NA,232,263,agrl1267,2000
csil,8,20,9,20,kill_only,csil,NA,NA,232,263,agrl1267,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1267,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1267,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1267,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1269,1995
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1269,1995
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1269,1995
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1269,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1269,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1269,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1269,1995
pota,4,1,4,20,tillage,fallplow,NA,NA,91,110,agrl1269,2000
pota,4,1,4,20,fertilizer,elem_n,broadcast,70,91,110,agrl1269,2000
pota,4,20,4,30,plant,pota,NA,NA,110,120,agrl1269,2000
pota,8,10,9,15,harvest_only,pota,tuber,NA,222,258,agrl1269,2000
pota,8,10,9,15,kill_only,pota,NA,NA,222,258,agrl1269,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1269,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1269,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1269,2000
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1270,1998
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1270,1998
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1270,1998
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1270,1998
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1270,1998
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1270,1998
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1270,1998
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1272,1999
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1272,1999
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1272,1999
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1272,1999
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1272,1999
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1272,1999
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1272,1999
berm,9,1,9,15,tillage,fallplow,NA,NA,244,258,agrl1285,1995
berm,9,16,10,1,kill_only,lmix,NA,NA,259,274,agrl1285,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1285,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1285,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1285,1995
berm,3,10,3,20,plant,lmix,NA,NA,69,79,agrl1285,2000
berm,9,1,9,15,tillage,fallplow,NA,NA,244,258,agrl1285,2000
berm,9,16,10,1,kill_only,lmix,NA,NA,259,274,agrl1285,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1285,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1285,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1285,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1286,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1286,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1286,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1286,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1286,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1286,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1286,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1286,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1286,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1286,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1286,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1286,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1286,2000
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl1289,1995
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl1289,1995
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl1289,1995
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl1289,1995
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl1289,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1289,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1289,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1289,1995
buck,5,15,5,25,tillage,landlevl,NA,NA,135,145,agrl1289,2000
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl1289,2000
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl1289,2000
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl1289,2000
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl1289,2000
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl1289,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1289,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1289,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1289,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1292,1995
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1292,1995
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1292,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1292,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1292,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1292,1995
alfa,3,20,3,30,tillage,landlevl,NA,NA,79,89,agrl1292,2000
alfa,4,1,4,10,plant,lupn,NA,NA,91,100,agrl1292,2000
alfa,8,20,8,30,harvest_only,lupn,grain,NA,232,242,agrl1292,2000
alfa,8,20,8,30,kill_only,lupn,NA,NA,232,242,agrl1292,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1292,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1292,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1292,2000
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl1295,1995
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl1295,1995
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl1295,1995
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl1295,1995
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl1295,1995
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1295,1995
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1295,1995
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1295,1995
buck,5,15,5,25,tillage,landlevl,NA,NA,135,145,agrl1295,2000
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl1295,2000
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl1295,2000
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl1295,2000
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl1295,2000
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl1295,2000
canp,8,1,8,15,tillage,fallplow,NA,NA,213,227,agrl1295,2000
canp,8,1,8,15,fertilizer,elem_n ,broadcast,25,213,227,agrl1295,2000
canp,8,15,8,30,plant,canp,NA,NA,227,242,agrl1295,2000
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl1296,1995
